StationID,Date,SD,SWE,Elev,Lat,Long,DOY,days without snow,number frost-defrost,accum pos degrees,average age SC,number layer,accum solid precip,accum solid precip in last 10 days,total precip last 10 days,average temp last 6 days,snowclass
50M01,1983-03-29,81.28,218.44,68.87712197214985,61.75,-150.89,210,133.0,26.0,259.0992012630205,112.00642487971177,80.0,3923.810379053083,18.334936632836836,19.954151838999998,-0.6441275889757085,6
50M01,1983-04-27,68.58,205.74,68.87712197214985,61.75,-150.89,239,162.0,48.0,298.6910421626977,126.80970739677407,89.0,4422.857196210815,113.05804552143412,277.220608956,3.3402602681671567,6
50M01,1984-01-27,81.28,190.5,68.87712197214985,61.75,-150.89,149,99.0,19.0,246.24721679935487,59.761594179047634,56.0,2480.894907146751,44.90565176337812,44.912427418,-21.65154616040429,6
50M01,1984-02-28,116.84,279.40000000000003,68.87712197214985,61.75,-150.89,181,105.0,19.0,246.24721679935487,70.94940148116214,59.0,3498.7969118494216,196.98440636519834,219.5544254,-5.811976160404279,6
50M01,1984-03-28,101.6,289.56000000000006,68.87712197214985,61.75,-150.89,210,132.0,38.0,266.4307452855279,95.15791646701734,78.0,3714.788444953695,65.04409057613526,121.65053117800001,-0.3743997318328484,6
50M01,1984-04-25,96.52,294.64000000000004,68.87712197214985,61.75,-150.89,238,160.0,65.0,285.02677984436957,115.37137569340997,82.0,4008.9120770014392,81.5457363417009,277.87550625500006,0.7362138395957183,6
50M01,1985-01-28,109.22,261.62000000000006,68.87712197214985,61.75,-150.89,150,90.0,12.0,362.4149436765249,42.372997898704675,67.0,2735.148696129591,309.35279633557406,352.42411189999996,-3.0041968746899834,6
50M01,1985-03-04,149.86,335.28,68.87712197214985,61.75,-150.89,185,112.0,12.0,362.4149436765249,64.92191854850152,83.0,3478.149271895649,362.21293333689096,362.67850839,-8.957894017547131,6
50M01,1985-03-25,182.88,439.42,68.87712197214985,61.75,-150.89,206,125.0,17.0,362.4149436765249,71.1519941722781,83.0,4381.0656849766065,254.3767586925796,255.64931928000001,-2.666457588975699,6
50M01,1985-05-01,127.0,393.7,68.87712197214985,61.75,-150.89,243,156.0,34.0,380.58014189453075,102.96563045896409,101.0,4661.311306097342,14.936810527302812,42.25157895499999,1.730625982452872,6
50M01,1986-01-27,40.64,73.66000000000001,68.87712197214985,61.75,-150.89,149,112.0,13.0,275.159558676525,46.243009647709755,79.0,2629.4085251563993,103.87484845349407,104.42522088000001,-6.397516160404272,6
50M01,1986-02-27,55.88,144.78000000000003,68.87712197214985,61.75,-150.89,180,131.0,17.0,275.17430394469216,64.49890634177454,90.0,3381.6784259753454,104.1870669668688,104.200739842,-14.452220446118572,6
50M01,1986-03-31,53.34,124.46000000000001,68.87712197214985,61.75,-150.89,212,160.0,32.0,276.79685448102646,93.51658266318775,111.0,3497.8868112954347,108.69388563558053,124.73886924300001,-7.60330758897571,6
50M01,1987-01-27,121.92,297.18000000000006,68.87712197214985,61.75,-150.89,149,93.0,23.0,342.53969082186234,45.073611830695874,53.0,4185.853845359559,359.04217224919654,400.38166756,-5.6636811604042645,6
50M01,1987-02-27,137.16,370.84000000000003,68.87712197214985,61.75,-150.89,180,109.0,25.0,342.53969082186234,66.52254101501677,59.0,4951.39970815006,414.7136544761674,459.20115313300005,-4.652267588975706,6
50M01,1987-03-30,116.84,378.46,68.87712197214985,61.75,-150.89,211,139.0,40.0,351.11233796719955,94.99347833910907,76.0,5098.4847050031285,110.10896285951242,188.66886119999998,0.6427502681671545,6
50M01,1987-04-27,73.66,304.8,68.87712197214985,61.75,-150.89,239,167.0,66.0,389.18719940321137,119.56661956598467,86.0,5264.312979395946,49.972432045585386,241.553328683,2.5823759824528736,6
50M01,1988-01-26,86.36,233.68,68.87712197214985,61.75,-150.89,148,89.0,6.0,303.621245017361,55.42126211765652,55.0,2648.070140398761,141.5399743406213,143.8465132,-9.473011874689982,6
50M01,1988-03-01,127.0,355.6,68.87712197214985,61.75,-150.89,183,108.0,12.0,303.7247005536953,67.34704946821982,63.0,3757.1707877196795,531.9544767185279,572.4041715999999,-2.0414733032614185,6
50M01,1988-03-28,111.76,355.6,68.87712197214985,61.75,-150.89,210,132.0,28.0,308.7980713581968,84.59625709346983,67.0,4301.1903346933905,23.147125088575507,42.818605412,-3.81711330326142,6
50M01,1988-04-27,68.58,266.70000000000005,68.87712197214985,61.75,-150.89,240,162.0,49.0,345.66182091703837,106.33710805409304,78.0,4707.105898967741,36.39308482464084,237.28945404,3.0403445538814458,6
50M01,1989-02-02,104.14,248.92000000000002,68.87712197214985,61.75,-150.89,155,96.0,9.0,269.6603951903519,63.373433986420984,63.0,3236.240760820781,9.113691708997036,9.302742739,-28.510114731832875,6
50M01,1989-02-26,121.92,281.94000000000005,68.87712197214985,61.75,-150.89,179,109.0,9.0,269.6603951903519,78.03527647312448,72.0,3686.918384983527,221.83500966891694,221.87849279299996,-8.696014017547139,6
50M01,1989-03-29,116.84,320.03999999999996,68.87712197214985,61.75,-150.89,210,139.0,17.0,271.33431599485334,105.11608729257283,85.0,3835.876733127075,126.54251155025672,168.3530234,-2.5364697318328404,6
50M01,1989-04-27,45.72,182.88,68.87712197214985,61.75,-150.89,239,168.0,35.0,320.87247162636356,129.80504832847174,108.0,3967.4824168592436,116.99792110604426,474.10825931,3.0064424110242953,6
49M25,1982-01-26,58.42,142.23999999999998,1015.5412034230741,61.79,-149.2,148,84.0,13.0,63.67079058923218,82.77587391614964,44.0,3581.8223630566094,10.615378466993068,10.623596457,-23.756120791966985,1
49M25,1982-02-25,35.56,142.23999999999998,1015.5412034230741,61.79,-149.2,178,102.0,13.0,63.67079058923218,104.33285641227666,56.0,3941.4732261843865,25.779806289999843,34.17313829,-24.66078436339556,1
49M25,1982-03-30,73.66,251.46,1015.5412034230741,61.79,-149.2,211,117.0,13.0,63.67079058923218,116.7094809380076,69.0,4737.317345196748,262.36587644885077,310.37763508,-12.254675791966969,1
49M25,1982-04-27,86.36,317.5,1015.5412034230741,61.79,-149.2,239,129.0,15.0,63.67079058923218,134.50203122399034,75.0,5127.881992929637,224.12635545390904,265.9223233,-5.362510791966964,1
49M25,1983-01-27,111.76,353.0600000000001,1015.5412034230741,61.79,-149.2,149,75.0,10.0,60.680046148155384,79.97080941079133,36.0,4121.927052336527,68.8785495973094,142.065388607,-15.060141506252682,1
49M25,1983-02-28,114.3,358.14,1015.5412034230741,61.79,-149.2,181,92.0,10.0,60.680046148155384,105.32660427868244,47.0,4436.808404325049,79.27781308291938,89.145593475,-9.342871506252676,1
49M25,1983-03-29,111.76,381.0,1015.5412034230741,61.79,-149.2,210,116.0,10.0,60.680046148155384,133.1284525025619,63.0,4482.551784965065,5.416981215811655,5.427978965,-7.752452220538394,1
49M25,1983-04-26,111.76,391.15999999999997,1015.5412034230741,61.79,-149.2,238,125.0,13.0,62.77967670707861,140.33610635290154,69.0,5225.453882091903,202.89598234213412,248.428613993,-2.075129363395535,1
49M25,1984-01-27,88.9,264.16,1015.5412034230741,61.79,-149.2,149,82.0,17.0,30.72101725084738,88.74328153454455,38.0,3685.0224997995456,53.80730909868466,53.80731102,-27.14812650625271,1
49M25,1984-02-28,106.68,297.18000000000006,1015.5412034230741,61.79,-149.2,181,88.0,17.0,30.72101725084738,101.65662907828799,40.0,4561.0512613846495,163.48044379692158,167.7332672,-11.942392934824115,1
49M25,1984-03-27,104.14,320.03999999999996,1015.5412034230741,61.79,-149.2,209,109.0,19.0,30.72101725084738,124.64523979696796,56.0,4768.057934219691,72.49027679735687,72.558849509,-7.532625077681241,1
49M25,1984-04-30,101.6,294.64000000000004,1015.5412034230741,61.79,-149.2,243,122.0,23.0,31.036640030308973,139.3811088787577,59.0,5524.48713114828,104.1854792180464,137.17662478,-3.5230843633955424,1
49M25,1985-01-31,116.84,289.56000000000006,1015.5412034230741,61.79,-149.2,153,84.0,32.0,50.439340045463325,58.69027574143467,40.0,3738.2411721511517,464.2812423082971,465.7092691,-9.145680077681249,1
49M25,1985-02-28,167.64,421.63999999999993,1015.5412034230741,61.79,-149.2,181,101.0,32.0,50.439340045463325,75.42118002659981,54.0,4383.278171004378,423.0530257552156,423.09026485299995,-15.17322007768126,1
49M25,1985-03-26,157.48,528.32,1015.5412034230741,61.79,-149.2,207,109.0,32.0,50.439340045463325,86.51721825501714,57.0,5331.197993055628,84.03473973561526,97.59354594999999,-10.420989363395531,1
49M25,1985-04-25,142.24,535.9399999999999,1015.5412034230741,61.79,-149.2,237,122.0,32.0,50.439340045463325,110.83576590615662,64.0,5645.830321187219,93.30122697424844,99.785871724,-7.40063222053839,1
49M25,1986-01-30,71.12,142.23999999999998,1015.5412034230741,61.79,-149.2,152,88.0,10.0,48.31012113300093,76.99002522565989,49.0,3790.5112055035106,116.04669038374324,119.01981423999999,-13.570532934824111,1
49M25,1986-02-28,73.66,195.57999999999998,1015.5412034230741,61.79,-149.2,181,104.0,10.0,48.31012113300093,94.02638535442944,61.0,4385.634801862011,144.26870429733097,144.29878229400003,-20.531724363395547,1
49M25,1986-03-31,116.84,246.38000000000002,1015.5412034230741,61.79,-149.2,212,125.0,10.0,48.31012113300093,113.06058636253742,82.0,4877.996809997242,464.8509420558356,465.084735683,-13.184900791966973,1
49M25,1986-04-29,91.44,259.08000000000004,1015.5412034230741,61.79,-149.2,241,138.0,11.0,48.31012113300093,134.40364857442836,88.0,5189.107057123364,138.00210117525452,141.79128330900002,-6.665380791966966,1
49M25,1987-01-27,104.14,299.71999999999997,1015.5412034230741,61.79,-149.2,149,71.0,19.0,98.25243338384834,64.55260787543011,32.0,5247.172146161326,383.63884790074076,404.03153963999995,-11.119512934824105,1
49M25,1987-02-24,124.46,340.36,1015.5412034230741,61.79,-149.2,177,81.0,19.0,98.25243338384834,85.40757452567789,39.0,5748.263559863776,314.7575526265715,316.09660990000003,-9.137430077681248,1
49M25,1987-03-27,104.14,335.28,1015.5412034230741,61.79,-149.2,208,101.0,19.0,98.25243338384834,113.68311246771387,56.0,5898.156392613796,116.89249972051022,117.45234676500002,-6.713878649109818,1
49M25,1987-04-30,81.28,292.1,1015.5412034230741,61.79,-149.2,242,118.0,20.0,98.25243338384834,139.9470967424802,66.0,6269.720036405714,94.55616190546839,95.80139108,-4.051678649109813,1
49M25,1988-01-28,91.44,243.84,1015.5412034230741,61.79,-149.2,150,72.0,20.0,37.19502669192414,83.06549543094901,30.0,3615.281414814309,231.40036554923944,232.28851242300001,-16.76786507768127,1
49M25,1988-02-25,116.84,309.88000000000005,1015.5412034230741,61.79,-149.2,178,82.0,20.0,37.19502669192414,90.86929602727295,37.0,4521.333436503337,604.2791250662847,678.4659689999999,-12.846962934824115,1
49M25,1988-04-02,124.46,358.14,1015.5412034230741,61.79,-149.2,215,90.0,20.0,37.19502669192414,108.42675383480609,40.0,5513.143118813394,190.3462893649616,200.23286874000004,-9.340860077681247,1
49M25,1988-05-02,93.98,327.65999999999997,1015.5412034230741,61.79,-149.2,245,99.0,21.0,37.19502669192414,124.13926690201386,41.0,6234.415399029319,165.6760826208822,237.16882536999998,-3.400640791966964,1
49M25,1989-01-31,96.52,256.54,1015.5412034230741,61.79,-149.2,153,77.0,23.0,34.56898614815543,77.75587203530021,29.0,4147.254490640586,29.873750641990824,29.876485005000003,-31.645420077681276,1
49M25,1989-02-28,106.68,302.26000000000005,1015.5412034230741,61.79,-149.2,181,95.0,23.0,34.56898614815543,97.91954584152171,37.0,4526.045391019156,176.5804949880355,176.587396356,-11.29568293482411,1
49M25,1989-03-31,116.84,309.88000000000005,1015.5412034230741,61.79,-149.2,212,119.0,23.0,34.56898614815543,124.50656005590709,52.0,4701.545951736832,143.89792104479218,153.16652619,-11.630201506252678,1
49M25,1989-05-01,73.66,284.48,1015.5412034230741,61.79,-149.2,243,140.0,29.0,37.402569486540244,140.38225348980455,62.0,5248.244223960683,384.37880685075567,415.10503188,-0.6208372205383951,1
49M05,1981-02-04,45.72,111.76000000000002,475.731669853893,61.25,-149.52,157,136.0,21.0,418.5159434318885,53.34833150265728,63.0,2975.266547976369,317.26679936732796,1246.700242,1.206679980876682,1
49M05,1981-03-02,76.2,185.42000000000002,475.731669853893,61.25,-149.52,183,156.0,27.0,432.668288278902,68.26877288710585,72.0,3515.898290975699,454.1802504005331,631.0046050000001,-0.5863607334090213,1
49M05,1981-04-01,86.36,261.62000000000006,475.731669853893,61.25,-149.52,213,185.0,48.0,469.1838278773125,87.8547877207202,80.0,4065.02127763396,59.75390928918895,263.48356018349995,1.9680842665909697,1
49M05,1981-05-01,68.58,236.22000000000003,475.731669853893,61.25,-149.52,243,215.0,68.0,523.3053025330927,115.86181843080021,105.0,4155.928853632134,3.604088631741261,69.90074354100001,4.463477123733822,1
49M05,1982-01-29,53.34,154.94000000000003,475.731669853893,61.25,-149.52,151,114.0,21.0,341.8781438717248,61.14100470191191,78.0,2742.9460880720394,76.85522142680806,77.04459301,-17.007243590551905,1
49M05,1982-02-26,60.96,233.68,475.731669853893,61.25,-149.52,179,135.0,25.0,352.46399879523153,85.21918607763536,90.0,2898.359563239032,47.03334757270557,77.107623574,-18.84948144769476,1
49M05,1982-03-30,81.28,292.1,475.731669853893,61.25,-149.52,211,165.0,29.0,368.56714864224494,107.85030804076979,102.0,3197.9620550032682,66.94380653743868,306.75499222999997,-4.195280019123317,1
49M05,1982-04-29,48.26,182.88,475.731669853893,61.25,-149.52,241,195.0,47.0,407.89954331714875,129.3042841877574,118.0,3431.5448801087905,73.33660901014812,535.4188008,2.7042364094481206,1
49M05,1983-01-28,91.44,297.18000000000006,475.731669853893,61.25,-149.52,150,95.0,17.0,317.4929091012044,61.400391100902745,54.0,4477.236298427966,293.0401692541204,360.694426733,-6.674875019123314,1
49M05,1983-02-25,88.9,299.71999999999997,475.731669853893,61.25,-149.52,178,113.0,23.0,317.8750040820811,78.09072609393327,61.0,5342.224195968644,115.56971370853876,118.66638785970001,-2.7164385905518764,1
49M05,1983-03-30,91.44,302.26000000000005,475.731669853893,61.25,-149.52,211,145.0,45.0,328.71953889084796,107.9617758790474,77.0,5543.623239056637,15.266011685796984,33.282518337000006,0.7340256951624075,1
49M05,1983-05-03,104.14,355.6,475.731669853893,61.25,-149.52,245,179.0,56.0,426.8635982980252,136.6440291209658,91.0,5800.289129228698,1.3434492400442588,212.843779303,5.123963552305257,1
49M05,1984-01-31,71.12,185.42000000000002,475.731669853893,61.25,-149.52,153,117.0,24.0,319.4747288526013,54.61787439566251,59.0,3140.8532109855523,299.6292686199275,299.929189344,-14.048654304837607,1
49M05,1984-02-29,91.44,264.16,475.731669853893,61.25,-149.52,182,121.0,24.0,319.4747288526013,64.45293665798059,59.0,4440.2374397429885,234.38486176474407,296.2050499,-4.162380019123309,1
49M05,1984-04-02,93.98,256.54,475.731669853893,61.25,-149.52,215,154.0,43.0,379.8164333936418,94.01174407587602,81.0,4634.902985974252,106.21338871767855,351.58021484200003,1.87139926659097,1
49M05,1984-05-01,104.14,355.6,475.731669853893,61.25,-149.52,244,183.0,57.0,438.14047789643575,115.1517636955775,92.0,5007.54527160504,32.95544689610426,259.5045247,3.6641371237338256,1
49M05,1985-02-01,58.42,137.16,475.731669853893,61.25,-149.52,154,121.0,30.0,415.6961486422447,40.73935861873571,68.0,3145.8400101032144,447.9752472919182,900.9257905,-0.4543643048375949,1
49M05,1985-03-05,86.36,251.46,475.731669853893,61.25,-149.52,186,141.0,33.0,415.82612362312136,63.47195968726761,77.0,3744.764862085227,348.3863160116357,385.427995885,-5.943347876266167,1
49M05,1985-04-01,101.6,342.9,475.731669853893,61.25,-149.52,213,161.0,43.0,418.2315985657515,74.17225723640709,82.0,4881.338300729543,55.74021873535307,72.010689312,-6.479993590551885,1
49M05,1985-04-30,101.6,355.6,475.731669853893,61.25,-149.52,242,182.0,55.0,441.11237327890194,95.54950031442078,90.0,5370.902213070963,21.799910936602238,95.52761976,2.051989266590973,1
49M05,1986-01-30,43.18,99.06,475.731669853893,61.25,-149.52,152,115.0,13.0,372.5646688143547,39.303175513624026,77.0,1981.0156932583568,226.64445771113745,245.08541889999998,-5.508620733409027,1
49M05,1986-02-27,58.42,149.85999999999999,475.731669853893,61.25,-149.52,180,138.0,19.0,381.42446369961476,54.76926613513457,88.0,2605.8856444343373,256.42486603114776,256.4385470977,-12.932911447694751,1
49M05,1986-03-31,101.6,233.68,475.731669853893,61.25,-149.52,212,161.0,36.0,385.87692862312144,75.8864099976743,101.0,3026.2229427257403,355.99573658110705,424.2274705,-5.435079304837596,1
49M05,1986-04-29,81.28,254.0,475.731669853893,61.25,-149.52,241,184.0,49.0,414.21223333627177,99.27863307195719,112.0,3238.432111635721,56.613598720146356,169.12283559300002,2.3196099808766877,1
49M05,1987-01-29,68.58,187.96000000000006,475.731669853893,61.25,-149.52,151,117.0,29.0,480.5030534127651,36.91053011769459,60.0,4638.225888184717,268.24832422348516,1020.965802855,-4.689267876266172,1
49M05,1987-02-27,73.66,264.16,475.731669853893,61.25,-149.52,180,131.0,33.0,482.3542333936418,56.79733415874844,63.0,5715.14053162585,365.57842222013915,501.58493732,-3.795159304837597,1
49M05,1987-03-30,93.98,342.9,475.731669853893,61.25,-149.52,211,160.0,45.0,499.0260482597787,85.85317802289634,81.0,5856.983929404339,121.97599698105365,579.6576048999999,1.194008552305259,1
49M05,1987-04-29,99.06,375.92000000000013,475.731669853893,61.25,-149.52,241,190.0,62.0,560.3365327434497,113.71118623838709,99.0,5991.525904654158,7.655128163251774,110.3741017,3.8562014094481185,1
49M05,1988-01-28,78.74,231.14000000000001,475.731669853893,61.25,-149.52,150,98.0,11.0,356.4601888908477,48.59808471727296,57.0,3668.9434101157503,511.8476287034017,542.255912163,-9.730447161980463,1
49M05,1988-02-26,93.98,345.44000000000005,475.731669853893,61.25,-149.52,179,112.0,16.0,359.49914385260104,59.99665606747349,60.0,4996.232136505768,792.4469245226065,979.3604579999999,-4.425372161980448,1
49M05,1988-03-31,114.3,378.46,475.731669853893,61.25,-149.52,213,146.0,38.0,379.36645356575127,81.73424947035936,61.0,5957.534374788644,349.65140860577804,434.80196908,-1.9322035905518848,1
49M05,1988-04-29,119.38,414.02,475.731669853893,61.25,-149.52,242,175.0,48.0,445.4819281259149,106.89350498566219,71.0,6217.597173204101,18.783136175493716,611.2118232,4.052689980876677,1
49M05,1989-02-06,86.36,269.24,475.731669853893,61.25,-149.52,159,108.0,13.0,337.01839402471126,58.25619185612028,65.0,3912.350852007056,2.608522777992744,3.1071677780000004,-24.14419644769477,1
49M05,1989-02-28,88.9,287.02,475.731669853893,61.25,-149.52,181,126.0,15.0,337.01839402471126,77.05767875311868,75.0,4106.361722027763,94.27657218663683,96.908742426,-4.846925733409031,1
49M05,1989-03-29,99.06,322.58000000000004,475.731669853893,61.25,-149.52,210,153.0,28.0,345.3594539290947,104.40917778380756,91.0,4178.497530374146,51.50301419884232,116.923571666,-1.6096464476947372,1
49M05,1989-05-01,71.12,236.22000000000003,475.731669853893,61.25,-149.52,243,186.0,40.0,445.69541339364196,136.46660954843244,122.0,4211.885629661626,8.177335116127063,510.87719739299996,5.705282123733838,1
49M01,1982-01-29,30.48,71.11999999999999,596.9071306152482,61.23,-149.64,151,84.0,6.0,109.6831631914047,75.3183053622747,59.0,5946.022454483349,90.09923696481499,90.28823657999999,-21.714117783691474,6
49M01,1983-02-25,30.48,71.11999999999999,596.9071306152482,61.23,-149.64,178,72.0,9.0,105.08122148925577,83.15141410695027,39.0,7257.029904623181,132.47595278783933,132.49107492970003,-8.097580640834321,6
49M01,1984-01-31,45.72,96.52000000000001,596.9071306152482,61.23,-149.64,153,79.0,14.0,84.97557984033037,63.969375343437704,37.0,5770.635475058258,310.94743064814315,311.076525574,-18.80976064083433,6
49M01,1984-02-29,60.96,139.70000000000002,596.9071306152482,61.23,-149.64,182,81.0,14.0,84.97557984033037,79.20074374878685,37.0,7069.261635444344,213.83242158586705,269.0434603,-9.802299212262897,6
49M01,1984-04-02,38.1,91.44,596.9071306152482,61.23,-149.64,215,99.0,16.0,84.97557984033037,101.99134508824729,49.0,7946.088736771488,295.2048024215378,296.46267424200005,-4.1615884979771876,6
49M01,1986-03-31,35.56,50.8,596.9071306152482,61.23,-149.64,212,116.0,22.0,94.83581984033046,99.29053317985687,74.0,8419.283500100657,381.620774652194,381.950662168,-11.489393497977185,6
49M01,1987-01-29,33.02,63.5,596.9071306152482,61.23,-149.64,151,78.0,15.0,156.21149200341546,48.327747693083786,32.0,8272.884482264759,835.244019362186,1146.639655618,-9.899284212262893,6
49M01,1987-02-27,30.48,91.44,596.9071306152482,61.23,-149.64,180,85.0,15.0,156.21149200341546,69.70712713167006,35.0,9460.315727622177,450.2430262924117,501.80131900000003,-9.681565640834332,6
49M01,1988-01-28,48.26,114.3,596.9071306152482,61.23,-149.64,150,65.0,14.0,86.88382427294735,74.78411226078424,21.0,6933.508076952024,525.1715033002142,537.2220112550001,-14.390332783691468,6
49M01,1988-02-26,50.8,127.0,596.9071306152482,61.23,-149.64,179,72.0,14.0,86.88382427294735,86.38911514171149,24.0,8525.682361605966,1016.7835989706845,1034.9629419999999,-9.918491355120045,6
49M01,1988-03-31,50.8,121.92,596.9071306152482,61.23,-149.64,213,76.0,14.0,86.88382427294735,100.4513106339289,25.0,10655.150288284054,346.19266069409923,348.28642751999996,-7.94939135512005,6
49M01,1989-02-06,48.26,96.52000000000001,596.9071306152482,61.23,-149.64,159,85.0,12.0,96.51617370556417,72.5821256296328,49.0,5945.973750130761,4.107102745999942,4.583828146,-28.508598497977182,6
49M01,1989-02-28,45.72,106.67999999999999,596.9071306152482,61.23,-149.64,181,99.0,12.0,96.51617370556417,91.88162971497195,60.0,6148.572749295547,97.84309723534524,97.848683589,-10.254734926548618,6
49M01,1989-03-29,30.48,86.36000000000001,596.9071306152482,61.23,-149.64,210,119.0,12.0,96.51617370556417,118.66628461972279,76.0,6272.966050136587,104.22045464202499,113.810563096,-7.403294926548623,6
49M02,1982-03-01,30.48,71.11999999999999,596.9071306152482,61.23,-149.61,182,108.0,12.0,134.3230964892559,100.09210605340496,75.0,6001.737374743308,4.12085648598602,5.186714186,-20.149989212262906,6
49M02,1983-01-28,30.48,78.74,596.9071306152482,61.23,-149.61,150,65.0,8.0,134.27309813818138,64.09372114155957,39.0,6020.88224331493,323.78714947725814,403.76021612299996,-10.617754212262899,6
49M02,1983-02-25,38.1,99.06,596.9071306152482,61.23,-149.61,178,74.0,8.0,134.27309813818138,81.57498171359413,46.0,7047.760182693915,132.4556502620645,132.49107492970003,-7.183180640834321,6
49M02,1983-03-30,27.94,91.44,596.9071306152482,61.23,-149.61,211,98.0,9.0,134.27309813818138,111.8754152754272,59.0,7256.969606707401,42.97637721483226,43.142013297,-4.23868492654861,6
49M02,1984-01-31,48.26,101.6,596.9071306152482,61.23,-149.61,153,80.0,15.0,111.65498370556449,61.206901338918264,38.0,5476.780173287285,310.94678954774554,311.076525574,-17.89536064083433,6
49M02,1984-02-29,66.04,147.32000000000002,596.9071306152482,61.23,-149.61,182,82.0,15.0,111.65498370556449,76.37076215749454,38.0,6775.387459412736,213.83169718488801,269.0434603,-8.887899212262896,6
49M02,1984-04-02,33.02,78.74,596.9071306152482,61.23,-149.61,215,106.0,19.0,112.77072313818152,99.49718528169454,50.0,7611.555874685726,292.6511366414667,296.46267424200005,-3.2471884979771874,6
49M02,1985-04-01,30.48,68.58000000000001,596.9071306152482,61.23,-149.61,213,98.0,11.0,164.22927643603262,85.14591299230385,63.0,7726.569496666144,62.8663781334826,75.959272505,-11.496666355120041,6
49M02,1986-03-31,40.64,68.58000000000001,596.9071306152482,61.23,-149.61,212,122.0,18.0,124.22348757079874,95.30873573292341,76.0,7931.314709461981,381.4686266398891,381.950662168,-10.574993497977184,6
49M02,1987-01-29,45.72,99.06,596.9071306152482,61.23,-149.61,151,81.0,17.0,192.17241530126668,45.718779068846004,38.0,7886.5598680666935,824.2065473696524,1146.639655618,-8.984884212262893,6
49M02,1987-02-27,48.26,109.22,596.9071306152482,61.23,-149.61,180,88.0,17.0,192.17241530126668,67.11751402698246,41.0,9073.63071390261,449.9256715524542,501.80131900000003,-8.767165640834332,6
49M02,1987-03-30,35.56,114.3,596.9071306152482,61.23,-149.61,211,107.0,17.0,192.17241530126668,91.82096440410645,59.0,9747.607754984587,653.5943792527926,661.4955378999999,-4.0670463551200475,6
49M02,1988-01-28,55.88,127.0,596.9071306152482,61.23,-149.61,150,72.0,15.0,116.43522757079862,70.8035939829521,24.0,6353.270172419456,525.1275658400459,537.2220112550001,-13.475932783691468,6
49M02,1988-02-26,66.04,147.32000000000002,596.9071306152482,61.23,-149.61,179,79.0,15.0,116.43522757079862,81.94192719685431,27.0,7944.838845251544,1016.1834728389083,1034.9629419999999,-9.004091355120044,6
49M02,1988-03-31,71.12,167.64,596.9071306152482,61.23,-149.61,213,83.0,15.0,116.43522757079862,95.86069175868235,28.0,10065.291884966473,346.0997992436522,348.28642751999996,-7.03499135512005,6
49M02,1989-02-06,53.34,109.22,596.9071306152482,61.23,-149.61,159,85.0,14.0,126.50131535448978,69.8560016008524,54.0,5671.129811550282,4.107102745999819,4.583828146,-27.59419849797718,6
49M02,1989-02-28,48.26,114.3,596.9071306152482,61.23,-149.61,181,99.0,14.0,126.50131535448978,89.1234252244049,65.0,5873.709099752155,97.83708711773856,97.848683589,-9.340334926548618,6
49M02,1989-03-29,45.72,119.38,596.9071306152482,61.23,-149.61,210,119.0,15.0,126.50131535448978,115.86719379613615,81.0,5997.913356914193,104.03212460335845,113.810563096,-6.488894926548623,6
